bbl,st_num,st_name,sq_ft,score,grade
2028310065,1353,SHERIDAN AVENUE,39876,56,C
2028317501,201,MARCY PLACE,71601,90,A
2028320001,1400,GRAND CONCOURSE,37000,score missing,F
2028320004,1410,GRAND CONCOURSE,30430,12,D
2028320008,1420,GRAND CONCOURSE,146490,81,B
2028320030,1454,GRAND CONCOURSE,54228,29,D
2028320035,1460,GRAND CONCOURSE,55776,56,C
2028320050,1475,SHERIDAN AVENUE,92676,43,D
2028320060,1455,SHERIDAN AVENUE,86442,30,D
2028330006,1414,WYTHE PLACE,44040,99,A
2028330014,152,EAST 171 STREET,65065,4,D
2028330020,1425,GRAND CONCOURSE,60000,5,D
2028330026,1417,GRAND CONCOURSE,33492,100,A
2028330028,1411,GRAND CONCOURSE,33060,1,D
2028330030,1403,GRAND CONCOURSE,31950,100,A
2028340001,1455,GRAND CONCOURSE,291840,87,A
2028350001,1506,WALTON AVENUE,45600,51,D
2028350012,111,EAST 172 STREET,116897,100,A
2028350016,1515,GRAND CONCOURSE,73692,10,D
2028350026,1505,GRAND CONCOURSE,99000,93,A
2028360005,1540,WALTON AVENUE,53560,57,C
2028360012,1555,GRAND CONCOURSE,138737,47,D
2028370001,103,HAWKSTONE STREET,53400,98,A
2028370018,1575,GRAND CONCOURSE,50763,94,A
2028370031,1565,GRAND CONCOURSE,62838,73,B
2028380004,1612,WALTON AVENUE,53964,84,B
2028380012,1675,GRAND CONCOURSE,73050,87,A
2028380023,1665,GRAND CONCOURSE,34386,17,D
2028380027,1645,GRAND CONCOURSE,81702,41,D
2028390010,12,EAST CLARKE PLACE,67684,45,D
2028390014,20,EAST CLARKE PLACE,39338,97,A
2028390018,30,EAST CLARKE PLACE,46117,39,D
2028390036,27,EAST 169 STREET,32304,66,C
2028390041,108,EAST CLARKE PLACE,67794,29,D
2028390053,128,EAST CLARKE PLACE,56291,25,D
2028390057,1299,GRAND CONCOURSE,52595,75,B
2028390068,1291,GRAND CONCOURSE,54600,46,D
2028390083,115,EAST 169 STREET,36700,54,D
2028400008,14,MARCY PLACE,60570,51,D
2028400014,24,MARCY PLACE,39600,33,D
2028400018,38,MARCY PLACE,46505,41,D
2028400022,1325,WALTON AVENUE,69507,59,C
2028400038,15,EAST CLARKE PLACE,115000,29,D
2028400047,105,EAST CLARKE PLACE,65040,21,D
2028400049,106,MARCY PLACE,55084,score missing,F
2028400065,152,MARCY PLACE,37440,71,B
2028400077,1325,GRAND CONCOURSE,55000,13,D
2028400084,133,EAST CLARKE PLACE,44634,23,D
2028400088,121,EAST CLARKE PLACE,44634,32,D
2028410010,16,ELLIOT PLACE,37000,23,D
2028410014,22,ELLIOT PLACE,35385,38,D
2028410018,38,ELLIOT PLACE,48845,17,D
2028410025,35,MARCY PLACE,83267,69,C
2028410041,1356,WALTON AVENUE,46128,50,D
2028410045,104,ELLIOT PLACE,43825,1,D
2028410050,114,ELLIOT PLACE,41380,72,B
2028410055,124,ELLIOT PLACE,35185,6,D
2028410063,1375,GRAND CONCOURSE,46605,20,D
2028410070,1355,GRAND CONCOURSE,37640,88,A
2028410083,125,MARCY PLACE,33225,3,D
2028410089,115,MARCY PLACE,33225,3,D
2028420001,1370,JEROME AVENUE,25645,3,D
2028420023,41,ELLIOT PLACE,45235,12,D
2028420029,25,ELLIOT PLACE,32190,45,D
2028420033,15,ELLIOT PLACE,30525,20,D
2028420038,105,ELLIOT PLACE,44555,28,D
2028420059,1401,GRAND CONCOURSE,50890,79,B
2028420071,133,ELLIOT PLACE,45785,43,D
2028420080,121,ELLIOT PLACE,45785,72,B
2028430018,1425,TOWNSEND AVENUE,40000,10,D
2028430031,1401,TOWNSEND AVENUE,45470,score missing,F
2028430035,1400,TOWNSEND AVENUE,39057,3,D
2028430065,1405,WALTON AVENUE,38266,6,D
2028430079,1424,WALTON AVENUE,60401,66,C
2028430085,1425,WYTHE PLACE,55210,12,D
2028440021,1465,TOWNSEND AVENUE,104288,61,C
2028440033,1455,TOWNSEND AVENUE,56842,59,C
2028440038,1450,TOWNSEND AVENUE,54571,65,C
2028440043,1466,TOWNSEND AVENUE,56818,38,D
2028440050,50,EAST 172 STREET,36948,49,D
2028440058,1475,WALTON AVENUE,76776,70,B
2028440065,1453,WALTON AVENUE,76650,17,D
2028440075,1454,WALTON AVENUE,81090,69,C
2028440083,1478,WALTON AVENUE,79536,48,D
2028440095,1475,WYTHE PLACE,75594,40,D
2028440105,1459,WYTHE PLACE,76000,21,D
2028450001,1503,WALTON AVENUE,49042,64,C
2028450007,1512,TOWNSEND AVENUE,84800,81,B
2028450017,1530,TOWNSEND AVENUE,52220,74,B
2028450020,1550,TOWNSEND AVENUE,66260,56,C
2028450027,1560,TOWNSEND AVENUE,45582,76,B
2028450045,1563,WALTON AVENUE,27083,25,D
2028450047,1561,WALTON AVENUE,66846,75,B
2028450062,1535,WALTON AVENUE,45630,22,D
2028450070,1525,WALTON AVENUE,47084,66,C
2028450077,1517,WALTON AVENUE,33750,62,C
2028460041,1565,TOWNSEND AVENUE,68400,25,D
2028460047,1549,TOWNSEND AVENUE,81600,68,C
2028460061,1533,TOWNSEND AVENUE,81640,50,D
2028460074,1505,TOWNSEND AVENUE,78000,6,D
2028470022,1605,TOWNSEND AVENUE,33000,8,D
2028470029,1585,TOWNSEND AVENUE,47797,35,D
2028470063,1615,WALTON AVENUE,65056,67,C
2028470069,1605,WALTON AVENUE,43905,42,D
2028490024,1735,TOWNSEND AVENUE,43905,14,D
2028490064,1734,TOWNSEND AVENUE,26490,66,C
2028490070,1727,WALTON AVENUE,45310,17,D
2028490076,1715,WALTON AVENUE,34580,34,D
2028500016,1785,TOWNSEND AVENUE,48753,20,D
2028500023,1765,TOWNSEND AVENUE,88227,24,D
2028500034,55,EAST 175 STREET,42652,73,B
2028500040,1770,TOWNSEND AVENUE,44440,90,A
2028500047,54,EAST 176 STREET,37090,62,C
2028500052,1791,WALTON AVENUE,67000,1,D
2028500060,1775,WALTON AVENUE,62685,40,D
2028500067,65,EAST 175 STREET,37500,6,D
2028510029,1857,WALTON AVENUE,34005,37,D
2028510036,35,EAST 176 STREET,68388,40,D
2028520021,1895,WALTON AVENUE,29981,12,D
2028520027,1881,WALTON AVENUE,31000,21,D
2028540018,1979,WALTON AVENUE,31125,29,D
2028540021,1975,WALTON AVENUE,31125,21,D
2028540056,2025,WALTON AVENUE,57000,13,D
2028540064,2003,WALTON AVENUE,55350,35,D
2028550020,8,WEST 169 STREET,38288,12,D
2028560020,1363,JEROME AVENUE,52250,19,D
2028560029,14,WEST 170 STREET,42192,score missing,F
2028570028,1485,MACOMBS ROAD,43000,26,D
2028570051,1419,INWOOD AVENUE,27000,29,D
2028570071,1430,INWOOD AVENUE,28000,score missing,F
2028570077,1447,MACOMBS ROAD,50000,40,D
2028590001,1484,INWOOD AVENUE,39700,63,C
2028590092,11,WEST 172 STREET,63000,45,D
2028610005,15,FEATHERBED LANE,46000,49,D
2028610013,1672,DAVIDSON AVENUE,44400,37,D
2028610021,1694,DAVIDSON AVENUE,33750,80,B
2028610052,1706,DAVIDSON AVENUE,41250,21,D
2028610057,1726,DAVIDSON AVENUE,66000,71,B
2028610067,1750,DAVIDSON AVENUE,53511,75,B
2028610114,1770,DAVIDSON AVENUE,81502,98,A
2028610119,1780,DAVIDSON AVENUE,42450,89,A
2028610123,1800,DAVIDSON AVENUE,63966,85,A
2028610135,1822,DAVIDSON AVENUE,37900,100,A
2028620006,74,WEST TREMONT AVENUE,25295,79,B
2028620097,1941,JEROME AVENUE,30000,score missing,F
2028620103,1921,JEROME AVENUE,45800,23,D
2028630001,1,WEST TREMONT AVENUE,31460,score missing,F
2028640025,1349,INWOOD AVENUE,39118,83,B
2028650015,1504,MACOMBS ROAD,26000,score missing,F
2028650030,45,GOBLE PLACE,26826,score missing,F
2028650032,1566,MACOMBS ROAD,60000,100,A
2028650103,54,FEATHERBED LANE,55026,82,B
2028650126,37,FEATHERBED LANE,46200,100,A
2028650129,47,FEATHERBED LANE,42606,12,D
2028650134,1600,MACOMBS ROAD,80370,1,D
2028650166,1630,GRAND AVENUE,60000,22,D
2028660009,54,WEST 174 STREET,57100,60,C
2028660015,1645,GRAND AVENUE,41250,score missing,F
2028660020,1631,GRAND AVENUE,46800,100,A
2028660030,1664,MACOMBS ROAD,81000,75,B
2028660034,1674,MACOMBS ROAD,72000,46,D
2028660045,44,WEST 175 STREET,26291,18,D
2028660080,1695,GRAND AVENUE,75000,48,D
2028660091,57,WEST 175 STREET,62000,57,C
2028660110,1731,HARRISON AVENUE,72600,88,A
2028670047,1711,DAVIDSON AVENUE,98700,100,A
2028670060,1700,HARRISON AVENUE,87156,59,C
2028670070,1730,HARRISON AVENUE,85136,42,D
2028670094,1721,GRAND AVENUE,77748,45,D
2028670103,1718,GRAND AVENUE,59700,22,D
2028670108,1740,GRAND AVENUE,107477,62,C
2028670118,1750,GRAND AVENUE,46500,18,D
2028670125,92,WEST TREMONT AVENUE,62711,89,A
2028670134,1821,DAVIDSON AVENUE,45500,5,D
2028670139,1815,DAVIDSON AVENUE,37600,47,D
2028670147,1789,DAVIDSON AVENUE,38283,25,D
2028670151,1775,DAVIDSON AVENUE,51400,19,D
2028670155,1765,DAVIDSON AVENUE,45160,4,D
2028680001,1800,DR M L KING JR BOULEVARD,57500,48,D
2028680098,1910,DR M L KING JR BOULEVARD,27983,84,B
2028680100,1920,DR M L KING JR BOULEVARD,42700,98,A
2028690001,1800,HARRISON AVENUE,53400,17,D
2028690009,1820,HARRISON AVENUE,68874,69,C
2028690034,45,WEST TREMONT AVENUE,56849,10,D
2028690040,67,WEST TREMONT AVENUE,42600,36,D
2028690047,89,WEST TREMONT AVENUE,36708,28,D
2028690058,109,WEST TREMONT AVENUE,64594,8,D
2028690070,1878,HARRISON AVENUE,60000,53,D
2028690087,1898,HARRISON AVENUE,60000,72,B
2028690159,1975,GRAND AVENUE,39000,65,C
2028690163,1971,GRAND AVENUE,42000,44,D
2028690167,25,WEST TREMONT AVENUE,51000,33,D
2028690171,31,WEST TREMONT AVENUE,87132,14,D
2028700016,2010,GRAND AVENUE,50400,38,D
2028700020,2020,GRAND AVENUE,50400,82,B
2028700035,2021,DAVIDSON AVENUE,50251,21,D
2028700040,2007,DAVIDSON AVENUE,50251,85,A
2028700045,1995,DAVIDSON AVENUE,50251,80,B
2028700050,1985,DAVIDSON AVENUE,50251,67,C
2028710002,1240,EDWARD L GRANT HIGHWAY,26000,score missing,F
2028720001,1372,SHAKESPEARE AVENUE,39745,3,D
2028720007,1382,SHAKESPEARE AVENUE,127774,60,C
2028720025,64,JESUP PLACE,37600,100,A
2028720029,1419,JESUP AVENUE,59700,100,A
2028720036,1401,JESUP AVENUE,82161,36,D
2028720040,1387,JESUP AVENUE,33200,23,D
2028720054,1400,JESUP AVENUE,48900,31,D
2028720058,1404,JESUP AVENUE,115179,53,D
2028720108,1444,SHAKESPEARE AVENUE,31875,25,D
2028720117,1460,SHAKESPEARE AVENUE,72000,74,B
2028720123,1476,SHAKESPEARE AVENUE,33000,13,D
2028720189,1450,JESUP AVENUE,53729,60,C
2028720200,65,JESUP PLACE,26400,60,C
2028720205,1455,JESUP AVENUE,33100,7,D
2028720207,1465,JESUP AVENUE,53550,21,D
2028720216,1475,JESUP AVENUE,53550,score missing,F
2028720252,1604,JESUP AVENUE,37830,55,C
2028720256,1592,JESUP AVENUE,40371,23,D
2028720281,1530,JESUP AVENUE,85600,42,D
2028720287,1510,JESUP AVENUE,61901,31,D
2028720312,1479,MACOMBS ROAD,81500,73,B
2028720320,1491,MACOMBS ROAD,103418,18,D
2028720326,1505,MACOMBS ROAD,67170,54,D
2028720331,1515,MACOMBS ROAD,111875,39,D
2028720365,1601,MACOMBS ROAD,41060,81,B
2028730008,1386,NELSON AVENUE,35700,43,D
2028730016,1410,NELSON AVENUE,42878,5,D
2028730021,1422,NELSON AVENUE,70500,99,A
2028730054,1437,SHAKESPEARE AVENUE,44388,100,A
2028730058,1419,SHAKESPEARE AVENUE,58700,8,D
2028730080,115,WEST 172 STREET,57100,58,C
2028730103,1551,SHAKESPEARE AVENUE,84000,70,B
2028740014,1430,PLIMPTON AVENUE,65775,54,D
2028740027,1446,PLIMPTON AVENUE,59880,12,D
2028740033,1465,NELSON AVENUE,37570,7,D
2028740037,1445,NELSON AVENUE,30600,22,D
2028740085,1530,PLIMPTON AVENUE,38600,83,B
2028740098,120,FEATHERBED LANE,29700,1,D
2028740134,1485,NELSON AVENUE,31455,13,D
2028750039,1522,DR M L KING JR BOULEVARD,55000,71,B
2028757501,150,FEATHERBED LANE,83145,62,C
2028760001,1600,NELSON AVENUE,26650,score missing,F
2028760014,100,WEST 174 STREET,37300,61,C
2028760025,74,WEST 174 STREET,31200,17,D
2028760031,65,FEATHERBED LANE,37500,6,D
2028760037,81,FEATHERBED LANE,33000,12,D
2028760040,93,FEATHERBED LANE,33000,7,D
2028760065,1592,DR M L KING JR BOULEVARD,29315,93,A
2028760067,1600,DR M L KING JR BOULEVARD,29315,92,A
2028760070,1604,DR M L KING JR BOULEVARD,31300,12,D
2028760073,1610,DR M L KING JR BOULEVARD,39000,27,D
2028760083,1632,DR M L KING JR BOULEVARD,25100,76,B
2028760087,1636,DR M L KING JR BOULEVARD,25100,65,C
2028760088,1640,DR M L KING JR BOULEVARD,25100,65,C
2028760106,1720,DR M L KING JR BOULEVARD,66000,63,C
2028760112,1738,DR M L KING JR BOULEVARD,67000,42,D
2028760131,1713,NELSON AVENUE,58350,75,B
2028760163,1680,NELSON AVENUE,27900,72,B
2028760174,1706,NELSON AVENUE,26250,71,B
2028760185,1665,MACOMBS ROAD,31650,90,A
2028760194,1645,MACOMBS ROAD,65240,93,A
2028770166,1590,UNDERCLIFF AVENUE,182800,33,D
2028770202,1471,POPHAM AVENUE,63420,5,D
2028770211,1480,POPHAM AVENUE,60480,28,D
2028770216,1500,POPHAM AVENUE,62400,77,B
2028770233,1493,MONTGOMERY AVENUE,66400,100,A
2028770240,1473,MONTGOMERY AVENUE,45500,37,D
2028770250,1630,UNDERCLIFF AVENUE,61000,87,A
2028770254,1632,UNDERCLIFF AVENUE,38840,68,C
2028770261,1650,UNDERCLIFF AVENUE,66368,57,C
2028770290,1652,POPHAM AVENUE,44250,26,D
2028770424,1710,POPHAM AVENUE,32800,28,D
2028770431,1730,POPHAM AVENUE,34200,81,B
2028770453,1800,POPHAM AVENUE,28800,93,A
2028770516,226,WEST TREMONT AVENUE,54000,27,D
2028780001,1601,DR M L KING JR BOULEVARD,44000,100,A
2028780005,1472,MONTGOMERY AVENUE,50200,99,A
2028780009,1482,MONTGOMERY AVENUE,35700,34,D
2028780015,1615,DR M L KING JR BOULEVARD,46383,93,A
2028780017,1611,DR M L KING JR BOULEVARD,31716,99,A
2028780019,1605,DR M L KING JR BOULEVARD,44191,100,A
2028780023,1630,MONTGOMERY AVENUE,43267,1,D
2028780044,1661,ANDREWS AVENUE SOUTH,114220,100,A
2028780061,1641,ANDREWS AVENUE SOUTH,55750,100,A
2028780083,1633,DR M L KING JR BOULEVARD,65765,26,D
2028780090,1669,DR M L KING JR BOULEVARD,96056,84,B
2028780120,1700,MONTGOMERY AVENUE,65400,43,D
2028780126,1730,MONTGOMERY AVENUE,70200,35,D
2028780132,1750,MONTGOMERY AVENUE,70200,100,A
2028780138,1760,MONTGOMERY AVENUE,70200,29,D
2028780156,1725,ANDREWS AVENUE SOUTH,78576,100,A
2028780169,1705,ANDREWS AVENUE SOUTH,77000,22,D
2028780170,1710,ANDREWS AVENUE SOUTH,96722,85,A
2028780178,1730,ANDREWS AVENUE SOUTH,65994,89,A
2028780190,1760,ANDREWS AVENUE SOUTH,65994,7,D
2028780195,1770,ANDREWS AVENUE SOUTH,59600,37,D
2028790028,1890,ANDREWS AVENUE SOUTH,59433,score missing,F
2028790045,1841,DR M L KING JR BOULEVARD,60000,41,D
2028790050,181,WEST TREMONT AVENUE,37500,47,D
2028790053,1820,LORING PLACE SOUTH,90618,51,D
2028790075,1820,PHELAN PLACE,42372,63,C
2028790080,1834,PHELAN PLACE,55700,74,B
2028790094,1801,LORING PLACE SOUTH,38625,33,D
2028790100,159,WEST TREMONT AVENUE,32600,1,D
2028790107,1800,ANDREWS AVENUE SOUTH,35526,score missing,F
2028790117,1821,DR M L KING JR BOULEVARD,33000,9,D
2028790149,1840,SEDGWICK AVENUE,40150,37,D
2028790170,184,WEST BURNSIDE AVENUE,75420,38,D
2028790184,170,WEST BURNSIDE AVENUE,47400,6,D
2028790192,150,WEST BURNSIDE AVENUE,68870,41,D
2028790200,1874,LORING PLACE SOUTH,47925,1,D
2028790204,1893,ANDREWS AVENUE SOUTH,59500,25,D
2028790235,1840,PHELAN PLACE,46500,1,D
2028790240,1850,PHELAN PLACE,46500,58,C
2028790253,1860,BILLINGSLEY TERRACE,64614,51,D
2028800009,1514,SEDGWICK AVENUE,94430,46,D
2028800017,1520,SEDGWICK AVENUE,119919,28,D
2028800029,1600,SEDGWICK AVENUE,416144,42,D
2028800047,1535,UNDERCLIFF AVENUE,171000,68,C
2028800061,1501,UNDERCLIFF AVENUE,129677,54,D
2028800091,1610,SEDGWICK AVENUE,103411,79,B
2028800115,1655,UNDERCLIFF AVENUE,146286,55,C
2028800135,1571,UNDERCLIFF AVENUE,132600,54,D
2028800153,1750,SEDGWICK AVENUE,272370,18,D
2028810040,1854,CEDAR AVENUE,89263,score missing,F
2028810075,1861,SEDGWICK AVENUE,63450,43,D
2028810084,1849,SEDGWICK AVENUE,172521,50,D
2028820229,16,RICHMAN PLAZA,1597950,23,D
2028880028,1644,ANTHONY AVENUE,36375,100,A
2028910006,1744,CLAY AVENUE,41508,36,D
2028910042,308,EAST 175 STREET,54100,71,B
2028910057,311,EAST 175 STREET,41625,82,B
2028920001,1792,ANTHONY AVENUE,30245,24,D
2028920011,1818,ANTHONY AVENUE,64032,73,B
2028920024,320,EAST 176 STREET,69145,56,C
2028920118,1877,WEBSTER AVENUE,44500,85,A
2028970127,425,CLAREMONT PARKWAY,56700,62,C
2028970140,1624,WEBSTER AVENUE,30870,93,A
2029000039,4109,PARK AVENUE,35641,93,A
2029030003,445,EAST 171 STREET,45046,81,B
2029040001,3850,PARK AVENUE,40785,50,D
2029060083,1715,WASHINGTON AVENUE,31460,26,D
2029060093,463,EAST 173 STREET,54700,score missing,F
2029070002,445,EAST 174 STREET,25290,10,D
2029080011,4132,PARK AVENUE,26000,score missing,F
2029160002,1745,BATHGATE AVENUE,57825,score missing,F
2029170017,1852,WASHINGTON AVENUE,122650,17,D
2029180016,478,EAST TREMONT AVENUE,27524,score missing,F
2029180024,1887,BATHGATE AVENUE,31711,19,D
2029190043,3859,3 AVENUE,87000,50,D
2029230001,1810,BATHGATE AVENUE,29755,26,D
2029240020,516,EAST TREMONT AVENUE,50815,99,A
2029240038,4171,3 AVENUE,41824,score missing,F
2029240039,4169,3 AVENUE,41824,score missing,F
2029240042,507,EAST 176 STREET,41824,11,D
2029250042,550,EAST 170 STREET,102897,64,C
2029250050,1385,FULTON AVENUE,53664,43,D
2029260008,530,ST PAULS PLACE,32258,51,D
2029260023,1413,FULTON AVENUE,32300,26,D
2029260027,1409,FULTON AVENUE,48950,80,B
2029270050,1485,FULTON AVENUE,41474,62,C
2029290008,3872,3 AVENUE,67625,score missing,F
2029290024,1605,FULTON AVENUE,45444,54,D
2029290028,1591,FULTON AVENUE,50088,82,B
2029290031,1581,FULTON AVENUE,50600,66,C
2029290035,1573,FULTON AVENUE,25099,30,D
2029290074,1691,FULTON AVENUE,50760,49,D
2029290078,1639,FULTON AVENUE,42435,24,D
2029290082,1625,FULTON AVENUE,87413,100,A
2029297501,3972,3 AVENUE,292853,76,B
2029300066,1743,FULTON AVENUE,40486,53,D
2029300070,1735,FULTON AVENUE,37574,79,B
2029310011,1320,FULTON AVENUE,33751,72,B
2029310013,1326,FULTON AVENUE,25370,33,D
2029310073,1363,FRANKLIN AVENUE,56376,score missing,F
2029310079,1345,FRANKLIN AVENUE,37324,21,D
2029310082,1341,FRANKLIN AVENUE,62755,80,B
2029310098,605,EAST 169 STREET,41580,63,C
2029320004,595,EAST 170 STREET,78300,57,C
2029320015,571,EAST 170 STREET,45707,1,D
2029330029,1372,FRANKLIN AVENUE,48852,24,D
2029340019,1346,CLINTON AVENUE,47916,7,D
2029340023,1360-1364,CLINTON AVENUE,36524,42,D
2029340047,1357,BOSTON ROAD,26768,25,D
2029340050,1351,BOSTON ROAD,46922,61,C
2029370001,1382,CROTONA AVENUE,39814,1,D
2029370025,675,EAST 170 STREET,26490,63,C
2029380009,1420,CROTONA PARK EAST,38323,98,A
2029380049,1441,BOSTON ROAD,69283,73,B
2029390001,1490,CROTONA PARK EAST,36500,65,C
2029400001,1660,CROTONA PARK EAST,75978,12,D
2029400006,1678,CROTONA PARK EAST,64300,15,D
2029400011,1700,CROTONA PARK EAST,101262,3,D
2029400019,1714,CROTONA PARK EAST,51306,25,D
2029400029,1728,CROTONA PARK EAST,31295,50,D
2029400032,1738,CROTONA PARK EAST,40555,18,D
2029400058,1719,BOSTON ROAD,82524,21,D
2029400065,1695,BOSTON ROAD,82500,10,D
2029400072,819,EAST 173 STREET,76800,1,D
2029440001,1800,CROTONA PARK NORTH,286346,9,D
2029460001,1876,BELMONT AVENUE,72044,83,B
2029460018,1900,BELMONT AVENUE,42000,19,D
2029460022,1908,BELMONT AVENUE,43299,34,D
2029460035,1899,CROTONA AVENUE,47085,score missing,F
2029470009,1892,ARTHUR AVENUE,52882,12,D
2029470014,1910,ARTHUR AVENUE,65181,7,D
2029470035,1899,BELMONT AVENUE,28279,6,D
2029470040,1893,BELMONT AVENUE,28279,35,D
2029480003,1802,CROTONA AVENUE,49207,80,B
2029480020,717,CROTONA PARK NORTH,43500,52,D
2029480040,756,EAST 175 STREET,34650,100,A
2029480044,1791,PROSPECT AVENUE,26600,11,D
2029490025,1807,CLINTON AVENUE,57659,28,D
2029490075,1815,PROSPECT AVENUE,54126,79,B
2029500001,1879,CLINTON AVENUE,34080,30,D
2029500011,1870,CROTONA AVENUE,30716,3,D
2029500030,709,FAIRMOUNT PLACE,49135,100,A
2029510041,1940,CLINTON AVENUE,47133,49,D
2029520009,801,CROTONA PARK NORTH,30038,23,D
2029520046,806,EAST 175 STREET,48000,45,D
2029530013,764,EAST 176 STREET,30990,30,D
2029530048,1809,MARMION AVENUE,30084,93,A
2029550036,815,FAIRMOUNT PLACE,43980,2,D
2029550040,805,FAIRMOUNT PLACE,25925,78,B
2029560005,1950,PROSPECT AVENUE,27452,87,A
2029570001,887,CROTONA PARK NORTH,44150,34,D
2029570008,867,CROTONA PARK NORTH,34242,39,D
2029570038,893,CROTONA PARK NORTH,35420,7,D
2029580031,855,EAST 175 STREET,38220,21,D
2029600028,866,ELSMERE PLACE,76800,88,A
2029600053,853,ELSMERE PLACE,43302,9,D
2029610015,757,EAST 169 STREET,26347,3,D
2029610025,1316,BOSTON ROAD,27400,65,C
2029630020,810,EAST 170 STREET,34488,score missing,F
2029630056,1415,BRISTOW STREET,46248,1,D
2029640029,1402,BRISTOW STREET,77768,42,D
2029650051,1490,BOSTON ROAD,94061,1,D
2029650100,850,JENNINGS STREET,114409,76,B
2029660017,1500,BOSTON ROAD,30000,3,D
2029670006,1574,BOSTON ROAD,50000,score missing,F
2029700049,1366,LYMAN PLACE,27000,31,D
2029700073,1279,CHISHOLM STREET,26679,67,C
2029720062,1306,CHISHOLM STREET,36455,57,C
2029730054,1304,REV JAMES POLITE AVENUE,33786,33,D
2029730061,870,FREEMAN STREET,34400,2,D
2029750013,1238,SIMPSON STREET,67986,25,D
2029750037,1211,SOUTHERN BOULEVARD,167409,53,D
2029760001,1312,INTERVALE AVENUE,63100,78,B
2029760007,1330,INTERVALE AVENUE,185149,100,A
2029760020,1321,LOUIS NINE BOULEVARD,26460,14,D
2029760082,1357,SOUTHERN BOULEVARD,45670,81,B
2029760087,1345,SOUTHERN BOULEVARD,47109,68,C
2029760092,1327,SOUTHERN BOULEVARD,61736,21,D
2029760098,1323,SOUTHERN BOULEVARD,42672,score missing,F
2029767501,1334,LOUIS NINE BOULEVARD,174820,47,D
2029767502,870,JENNINGS STREET,108050,10,D
2029770080,1418,MINFORD PLACE,41897,29,D
2029770103,910,EAST 172 STREET,40000,64,C
2029770110,1515,SOUTHERN BOULEVARD,28500,5,D
2029770168,1527,SOUTHERN BLVD,35000,score missing,F
2029790014,1232,SOUTHERN BOULEVARD,61463,16,D
2029830015,1716,SOUTHERN BOULEVARD,61200,27,D
2029830023,920,EAST 174 STREET,27001,59,C
2029830030,1705,HOE AVENUE,42452,71,B
2029830034,1695,HOE AVENUE,42351,1,D
2029830038,1685,HOE AVENUE,43500,66,C
2029830042,1665,HOE AVENUE,36900,score missing,F
2029847501,1778,SOUTHERN BOULEVARD,78526,25,D
2029847502,1808,CROTONA PARKWAY,105225,88,A
2029847503,1825,BOSTON ROAD,130760,98,A
2029850013,1890,CROTONA PARKWAY,43244,41,D
2029850017,1912,CROTONA PARKWAY,42600,score missing,F
2029850031,1932,CROTONA PARKWAY,44392,39,D
2029850038,1956,CROTONA PARKWAY,76267,8,D
2029850057,1933,DALY AVENUE,37100,9,D
2029857501,1926,CROTONA PARKWAY,102885,65,C
2029870025,950,JENNINGS STREET,105000,76,B
2029880004,1468,HOE AVENUE,83481,68,C
2029880016,1500,HOE AVENUE,89410,76,B
