bbl,st_num,st_name,sq_ft,score,grade
4012900049,37-51,79 STREET,30540,58,C
4012900054,37-41,79 STREET,30540,59,C
4012900061,37-27,79 STREET,32200,90,A
4012900067,37-15,79 STREET,32200,100,A
4012910001,37-05,80 STREET,31471,25,D
4012910006,37-06,81 STREET,31471,3,D
4012910012,37-20,81 STREET,67468,69,C
4012910020,37-30,81 STREET,27200,83,B
4012910025,37-36,81 STREET,27200,9,D
4012910064,37-21,80 STREET,83000,55,C
4012920012,37-12,82 STREET,36229,39,D
4012920050,37-59,81 STREET,29804,100,A
4012920056,37-41,81 STREET,57920,51,D
4012920063,37-25,81 STREET,49862,65,C
4012920069,37-15,81 STREET,49862,77,B
4012927501,37-49,81 STREET,40561,score missing,F
4012967501,64-05,WOODSIDE AVENUE,29999,score missing,F
4012970050,39-82,65 PLACE,31316,score missing,F
4012980079,41-42,66 STREET,27425,15,D
4012990010,40-35,67 STREET,28250,71,B
4013010010,40-33,69 STREET,72072,43,D
4013040021,40-19,72 STREET,30618,35,D
4013040025,40-11,72 STREET,33064,100,A
4013040057,40-30,73 STREET,29000,29,D
4013040071,72-15,41 AVENUE,55560,45,D
4013057501,40-07,73 STREET,61614,100,A
4013060130,41-38,67 STREET,36540,39,D
4013070023,67-14,41 AVENUE,69212,71,B
4013120010,72-10,41 AVENUE,128535,88,A
4013120035,41-26,73 STREET,57291,42,D
4013120043,41-42,73 STREET,76278,53,D
4013140003,41-41,51 STREET,90770,65,C
4013140011,41-31,51 STREET,67416,25,D
4013140017,41-15,51 STREET,49536,28,D
4013140060,51-04,SKILLMAN AVENUE,32500,19,D
4013150078,41-45,52 STREET,38813,96,A
4013190030,50-15,ROOSEVELT AVENUE,31360,97,A
4013200053,51-11,QUEENS BOULEVARD,53505,score missing,F
4013207501,51-25,QUEENS BOULEVARD,37266,score missing,F
4013210001,43-41,52 STREET,66510,53,D
4013220001,53-01,QUEENS BOULEVARD,25450,8,D
4013220066,53-04,ROOSEVELT AVENUE,38646,92,A
4013250001,55-11,QUEENS BOULEVARD,38189,score missing,F
4013270008,41-47,56 STREET,27492,17,D
4013310041,40-05,59 STREET,46765,score missing,F
4013310046,59-16,WOODSIDE AVENUE,61416,78,B
4013320026,58-23,43 AVENUE,29636,29,D
4013330086,43-14,60 STREET,54000,81,B
4013340013,58-25,QUEENS BOULEVARD,102758,53,D
4013340022,59-11,QUEENS BOULEVARD,85804,82,B
4013340071,59-29,QUEENS BOULEVARD,65700,93,A
4013360001,61-15,43 AVENUE,85568,92,A
4013360032,40-15,61 STREET,42924,89,A
4013360052,40-14,62 STREET,42924,62,C
4013367501,61-20,WOODSIDE AVENUE,52000,3,D
4013377501,62-10,WOODSIDE AVENUE,62254,72,B
4013390002,61-11,QUEENS BOULEVARD,118250,score missing,F
4013390028,43-06,63 STREET,41860,26,D
4013400001,63-11,QUEENS BOULEVARD,136944,59,C
4013420009,43-05,65 STREET,26468,55,C
4013430031,42-25,65 PLACE,38924,54,D
4013440022,66-14,WOODSIDE AVENUE,26544,score missing,F
4013760032,26-49,96 STREET,56584,96,A
4014010031,89-09,32 AVENUE,26692,44,D
4014020036,31-33,90 STREET,35604,6,D
4014020042,31-21,90 STREET,35604,1,D
4014180001,32-20,89 STREET,399204,99,A
4014200001,32-45,90 STREET,399204,46,D
4014210001,32-45,91 STREET,332660,97,A
4014220019,32-30,93 STREET,41316,46,D
4014220024,32-40,93 STREET,26676,98,A
4014220029,32-50,93 STREET,26676,57,C
4014230071,32-15,93 STREET,54680,100,A
4014300006,82-06,NORTHERN BOULEVARD,33830,25,D
4014300029,33-54,83 STREET,27312,1,D
4014300035,33-53,82 STREET,27312,3,D
4014300043,33-33,82 STREET,71562,79,B
4014310001,33-07,83 STREET,32700,score missing,F
4014310006,33-08,84 STREET,37612,1,D
4014320034,33-52,85 STREET,50900,95,A
4014320039,33-51,84 STREET,53400,52,D
4014320056,33-15,84 STREET,34800,77,B
4014337501,85-11,34 AVENUE,73800,71,B
4014340029,86-11,34 AVENUE,73800,60,C
4014350001,87-10,NORTHERN BOULEVARD,62179,39,D
4014350029,87-09,34 AVENUE,51630,58,C
4014360032,88-11,34 AVENUE,73800,20,D
4014380001,33-25,90 STREET,369450,score missing,F
4014390001,33-49,91 STREET,395850,78,B
4014400001,33-25,92 STREET,395940,77,B
4014420001,33-04,94 STREET,246480,62,C
4014430001,82-06,34 AVENUE,39162,99,A
4014430006,82-16,34 AVENUE,39162,score missing,F
4014430033,82-15,35 AVENUE,52422,67,C
4014430040,34-57,82 STREET,51872,58,C
4014437501,34-20,83 STREET,60900,83,B
4014440001,83-02,34 AVENUE,27192,51,D
4014440006,34-10,84 STREET,27192,44,D
4014440032,83-01,35 AVENUE,53248,9,D
4014450001,84-10,34 AVENUE,59778,63,C
4014450034,84-09,35 AVENUE,80754,score missing,F
4014460001,85-10,34 AVENUE,104478,86,A
4014460033,85-05,35 AVENUE,83238,50,D
4014460045,34-41,85 STREET,170500,74,B
4014470001,86-10,34 AVENUE,104476,80,B
4014480001,87-10,34 AVENUE,73800,45,D
4014480032,87-07,35 AVENUE,79012,84,B
4014490001,88-10,34 AVENUE,73800,58,C
4014490032,88-01,35 AVENUE,73900,38,D
4014500001,89-04,34 AVENUE,97410,17,D
4014500032,34-58,90 STREET,53394,60,C
4014500039,34-59,89 STREET,53394,65,C
4014510001,90-10,34 AVENUE,89340,36,D
4014520006,91-16,34 AVENUE,38826,30,D
4014527501,91-10,34 AVENUE,49392,7,D
4014530010,92-16,34 AVENUE,59723,73,B
4014530034,92-11,35 AVENUE,98400,41,D
4014540001,34-10,94 STREET,121770,84,B
4014550001,94-06,34 AVENUE,52040,37,D
4014550030,94-11,34 ROAD,72324,7,D
4014550041,34-15,94 STREET,78088,27,D
4014550050,94-05,35 AVENUE,33420,24,D
4014550055,94-06,34 ROAD,46662,42,D
4014550060,94-16,34 ROAD,41712,44,D
4014550065,94-26,34 ROAD,41712,77,B
4014550080,95-05,35 AVENUE,33420,61,C
4014550085,94-19,35 AVENUE,33420,40,D
4014560022,35-40,83 STREET,56636,40,D
4014560029,35-54,83 STREET,46854,75,B
4014560035,82-11,37 AVENUE,52110,15,D
4014560046,35-53,82 STREET,46854,66,C
4014570001,83-12,35 AVENUE,85002,17,D
4014570018,35-34,84 STREET,78378,78,B
4014570034,35-64,84 STREET,118770,16,D
4014570056,35-33,83 STREET,78378,66,C
4014580001,84-02,35 AVENUE,109476,67,C
4014580012,35-16,85 STREET,123000,99,A
4014580020,35-50,85 STREET,89424,59,C
4014580046,35-43,84 STREET,117294,31,D
4014587501,84-01,37 AVENUE,44195,4,D
4014590001,35-11,86 STREET,306990,56,C
4014590040,35-65,85 STREET,48300,57,C
4014600001,86-06,35 AVENUE,83238,56,C
4014600040,35-65,86 STREET,46354,100,A
4014610001,87-02,35 AVENUE,50700,39,D
4014610006,35-06,88 STREET,53268,93,A
4014610035,87-15,37 AVENUE,104887,92,A
4014620001,88-02,35 AVENUE,81900,56,C
4014627501,88-01,37 AVENUE,93297,37,D
4014630001,89-10,35 AVENUE,79022,58,C
4014640001,35-07,90 STREET,26660,42,D
4014640043,35-63,90 STREET,34470,6,D
4014660039,35-61,92 STREET,37815,9,D
4014670006,35-06,94 STREET,28640,4,D
4014677501,93-05,37 AVENUE,34901,94,A
4014680001,94-02,35 AVENUE,111648,100,A
4014680052,35-51,94 STREET,25475,100,A
4014690050,35-51,95 STREET,50924,58,C
4014690058,35-35,95 STREET,31720,75,B
4014690063,35-25,95 STREET,30644,75,B
4014690068,35-15,95 STREET,28940,7,D
4014697501,35-38,JUNCTION BOULEVARD,65816,91,A
4014700024,37-30,83 STREET,83814,56,C
4014710012,37-16,84 STREET,180804,31,D
4014740012,37-20,87 STREET,168600,62,C
4014740047,37-51,86 STREET,69654,82,B
4014740058,37-27,86 STREET,115602,52,D
4014750001,87-10,37 AVENUE,100000,43,D
4014750021,37-36,88 STREET,32856,30,D
4014750027,37-60,88 STREET,136704,44,D
4014760001,88-02,37 AVENUE,83844,54,D
4014760026,37-52,89 STREET,69912,62,C
4014760052,37-43,88 STREET,45532,18,D
4014760058,37-37,88 STREET,50968,80,B
4014770050,37-51,89 STREET,49280,8,D
4014780001,37-05,90 STREET,44214,4,D
4014820011,37-10,95 STREET,34288,3,D
4014850037,40-30,75 STREET,44218,75,B
4014850051,40-52,75 STREET,30100,67,C
4014857501,40-40,75 STREET,77160,82,B
4014860052,75-17,41 AVENUE,31860,29,D
4014880042,40-37,77 STREET,57272,48,D
4014890018,40-40,79 STREET,176480,56,C
4014897501,78-14,ROOSEVELT AVENUE,61229,score missing,F
4014900018,79-11,41 AVENUE,313120,50,D
4014900053,40-11,79 STREET,40800,100,A
4014910021,80-15,41 AVENUE,269383,68,C
4014920032,81-31,BAXTER AVENUE,33600,20,D
4014920049,40-15,81 STREET,68194,69,C
4014927501,81-09,41 AVENUE,25763,13,D
4014940029,41-05,74 STREET,30072,29,D
4014950052,41-44,76 STREET,33900,65,C
4014950068,41-65,WOODSIDE AVENUE,31321,45,D
4014960056,41-41,76 STREET,33901,40,D
4014970023,41-50,78 STREET,148958,42,D
4015040001,40-05,HAMPTON STREET,75642,24,D
4015040062,40-45,HAMPTON STREET,57000,42,D
4015040068,40-35,HAMPTON STREET,57000,33,D
4015040074,40-25,HAMPTON STREET,57000,24,D
4015040080,40-15,HAMPTON STREET,57000,37,D
4015050001,40-05,ITHACA STREET,60000,48,D
4015050012,40-18,HAMPTON STREET,54545,30,D
4015050037,40-70,HAMPTON STREET,89772,59,C
4015057501,40-35,ITHACA STREET,51890,35,D
4015060047,40-66,ITHACA STREET,66000,54,D
4015060062,41-67,JUDGE STREET,100332,67,C
4015070005,81-14,BAXTER AVENUE,32947,50,D
4015070054,41-72,JUDGE STREET,74000,80,B
4015080001,80-26,BAXTER AVENUE,47634,45,D
4015080011,42-22,KETCHAM STREET,99876,score missing,F
4015080027,42-15,LAYTON STREET,45648,37,D
4015090006,42-02,LAYTON STREET,77358,75,B
4015090017,81-11,PETTIT AVENUE,106541,94,A
4015090052,42-52,LAYTON STREET,43122,44,D
4015090057,82-15,BRITTON AVENUE,78128,15,D
4015097501,82-01,BRITTON AVENUE,90108,52,D
4015100020,89-25,ELMHURST AVENUE,92180,95,A
4015110001,40-45,ELBERTSON STREET,217000,98,A
4015110032,89-05,ELMHURST AVENUE,104646,55,C
4015120013,40-60,ELBERTSON STREET,90360,score missing,F
4015120026,88-35,ELMHURST AVENUE,99383,66,C
4015130028,88-11,ELMHURST AVENUE,92244,80,B
4015160033,86-15,ELMHURST AVENUE,66000,36,D
4015160049,42-29,JUDGE STREET,32070,100,A
4015170021,83-40,BRITTON AVENUE,59596,75,B
4015170033,83-45,VIETOR AVENUE,116400,32,D
4015170059,83-25,VIETOR AVENUE,58500,6,D
4015180009,83-30,VIETOR AVENUE,156660,30,D
4015180023,83-60,VIETOR AVENUE,71000,40,D
4015180040,42-42,JUDGE STREET,45498,28,D
4015180044,42-54,JUDGE STREET,32550,43,D
4015180050,85-05,ELMHURST AVENUE,60000,70,B
4015180060,84-49,ELMHURST AVENUE,60000,60,C
4015180083,84-11,ELMHURST AVENUE,35082,2,D
4015187501,84-25,ELMHURST AVENUE,145341,50,D
4015187502,83-06,VIETOR AVENUE,107960,1,D
4015190028,75-06,WOODSIDE AVENUE,52553,38,D
4015200005,74-02,43 AVENUE,72369,32,D
4015250001,79-02,WOODSIDE AVENUE,58580,93,A
4015250018,42-16,80 STREET,83705,65,C
4015250030,42-42,80 STREET,111500,85,A
4015250047,42-72,80 STREET,89000,13,D
4015260001,80-20,BROADWAY,73995,78,B
4015267501,42-25,80 STREET,115364,60,C
4015270001,81-11,45 AVENUE,121080,27,D
4015277501,42-15,81 STREET,139464,32,D
4015277502,42-10,82 STREET,95880,78,B
4015310021,78-06,46 AVENUE,35700,100,A
4015317501,78-36,46 AVENUE,25499,22,D
4015360113,79-17,ALBION AVENUE,45742,score missing,F
4015360130,79-55,ALBION AVENUE,43710,score missing,F
4015367501,80-06,47 AVENUE,105000,12,D
4015367502,76-26,47 AVENUE,27450,37,D
4015367503,45-16,83 STREET,218540,score missing,F
4015380016,79-20,BARNWELL AVENUE,27305,4,D
4015407501,81-15,QUEENS BOULEVARD,67432,91,A
4015427502,82-25,QUEENS BOULEVARD,36164,66,C
4015440001,83-02,CORNISH AVENUE,68326,73,B
4015450033,83-37,ST JAMES AVENUE,115861,95,A
4015470001,84-19,51 AVENUE,87780,61,C
4015470016,85-14,BROADWAY,79710,24,D
4015480006,84-20,51 AVENUE,52230,89,A
4015520001,40-51,DENMAN STREET,82724,52,D
4015530001,41-11,ELBERTSON STREET,150000,41,D
4015530028,40-94,DENMAN STREET,53250,100,A
4015530035,90-31,WHITNEY AVENUE,67200,86,A
4015540001,88-36,ELMHURST AVENUE,55526,46,D
4015540011,41-12,ELBERTSON STREET,43225,72,B
4015540023,41-42,ELBERTSON STREET,85360,91,A
4015540051,41-65,FORLEY STREET,55526,61,C
4015550001,88-12,ELMHURST AVENUE,88426,57,C
4015550027,41-98,FORLEY STREET,44280,51,D
4015550033,89-33,WHITNEY AVENUE,31508,95,A
4015560001,87-40,ELMHURST AVENUE,44130,42,D
4015560006,87-42,ELMHURST AVENUE,45850,26,D
4015560024,41-96,GLEANE STREET,72400,94,A
4015560033,42-37,HAMPTON STREET,67898,86,A
4015560043,42-11,HAMPTON STREET,73100,75,B
4015570023,42-30,HAMPTON STREET,68700,54,D
4015570033,42-43,ITHACA STREET,53500,67,C
4015580026,42-42,ITHACA STREET,49638,37,D
4015590007,85-20,ELMHURST AVENUE,47846,63,C
4015600001,44-05,MACNISH STREET,144932,42,D
4015600006,44-10,KETCHAM STREET,71196,51,D
4015600029,86-11,WHITNEY AVENUE,82788,77,B
4015610012,44-10,MACNISH STREET,97032,63,C
4015610025,44-30,MACNISH STREET,61318,70,B
4015640004,92-16,WHITNEY AVENUE,69654,75,B
4015640058,41-25,CASE STREET,97266,74,B
4015650006,41-06,CASE STREET,75999,42,D
4015660001,42-07,WHITNEY AVENUE,69000,46,D
4015660006,41-06,DENMAN STREET,26670,3,D
4015660021,41-40,DENMAN STREET,99180,9,D
4015660039,92-29,LAMONT AVENUE,61500,61,C
4015670040,92-01,LAMONT AVENUE,82500,95,A
4015680040,91-31,LAMONT AVENUE,67000,62,C
4015690001,89-10,WHITNEY AVENUE,89293,28,D
4015690037,91-15,LAMONT AVENUE,61896,100,A
4015700001,88-10,WHITNEY AVENUE,55553,53,D
4015700008,88-20,WHITNEY AVENUE,43212,54,D
4015700046,43-31,ITHACA STREET,59000,31,D
4015770001,91-36,LAMONT AVENUE,85585,40,D
4015807502,46-06,88 STREET,32169,99,A
4015810001,83-45,BROADWAY,179494,64,C
4015810014,86-22,DONGAN AVENUE,64509,6,D
4015810028,86-45,ST JAMES AVENUE,116538,79,B
4015840010,46-11,88 STREET,29600,46,D
4016000061,45-10,94 STREET,238000,12,D
4016310041,101-12,46 AVENUE,32028,19,D
4016320020,100-17,23 AVENUE,100000,6,D
4016340001,100-15,DITMARS BOULEVARD,124483,54,D
4016400020,102-40,DITMARS BOULEVARD,123425,82,B
4016400025,104-04,DITMARS BOULEVARD,354254,91,A
4016410001,102-05,DITMARS BOULEVARD,261267,51,D
4016790001,108-05,ASTORIA BOULEVARD,39267,11,D
4016880002,100-10,ASTORIA BOULEVARD,29420,41,D
4017040018,32-24,111 STREET,26274,48,D
4017040172,110-14,ASTORIA BOULEVARD,75201,7,D
4017050035,111-17,NORTHERN BOULEVARD,32184,22,D
4017067501,112-15,NORTHERN BOULEVARD,155026,67,C
4017107501,33,JUNCTION BLVD,25536,score missing,F
4017217501,106-04,NORTHERN BOULEVARD,41221,27,D
4017270008,112-50,NORTHERN BOULEVARD,290000,76,B
4017277501,112-02,NORTHERN BOULEVARD,44694,score missing,F
4017390017,35-28,99 STREET,30228,6,D
4017560005,34-12,113 STREET,133542,33,D
4017590023,37-50,97 STREET,70660,83,B
4017590030,37-68,97 STREET,64200,63,C
4017610012,37-20,99 STREET,42102,7,D
4017700007,100-10,39 AVENUE,25514,32,D
4017790006,108-28,38 AVENUE,25200,25,D
4017797501,38-11,108 STREET,90764,36,D
4017800036,39-02,111 STREET,37948,29,D
4017817501,118,37 AVENUE,27320,score missing,F
4017817502,111-28,37 AVENUE,26704,score missing,F
4017820005,112-22,37 AVENUE,40600,85,A
4017820019,37-10,114 STREET,118300,26,D
4017857504,112-45,39 AVENUE,33858,90,A
4017860017,39-06,114 STREET,40936,7,D
4017860038,112-23,ROOSEVELT AVENUE,29172,74,B
4018330300,127-40,WILLETS POINT BOULEVARD,109200,score missing,F
4018350050,88-32,50 AVENUE,26000,20,D
4018370012,87-10,51 AVENUE,141954,58,C
4018370104,86-15,BROADWAY,192640,56,C
4018377501,88-30,51 AVENUE,77106,70,B
4018377502,87-22,51 AVENUE,49435,71,B
4018410001,89-20,55 AVENUE,109796,82,B
4018420031,87-22,JUSTICE AVENUE,107010,78,B
4018420071,86-35,QUEENS BOULEVARD,127140,79,B
4018427501,87-08,JUSTICE AVENUE,130600,62,C
4018427502,86-55,BROADWAY,105325,7,D
4018437501,88-15,QUEENS BOULEVARD,1091497,94,A
4018450010,89-50,56 AVENUE,177692,89,A
4018557501,53-11,90 STREET,72000,59,C
4018570038,90-59,56 AVENUE,122381,60,C
4018600102,92-59,59 AVENUE,202383,71,B
4018610001,91-31,QUEENS BOULEVARD,82943,5,D
4018720007,56-25,92 STREET,94380,100,A
4018720011,92-30,56 AVENUE,100796,5,D
4018720025,56-10,94 STREET,107390,49,D
4018720045,92-31,57 AVENUE,100308,90,A
4019020010,94-25,56 AVENUE,187800,100,A
4019020039,56-11,56 AVENUE,108120,60,C
4019070025,55-06,99 STREET,65884,39,D
4019090001,55-15,99 STREET,156048,31,D
4019107501,57-10,JUNCTION BOULEVARD,699956,89,A
4019110001,94-11,59 AVENUE,161130,12,D
4019130001,94-30,HORACE HARDING EXPWY,79360,72,B
4019180045,96-04,57 AVENUE,254600,94,A
4019180050,96-02,57 AVENUE,246521,85,A
4019180052,96-10,57 AVENUE,239442,80,B
4019180055,96-08,57 AVENUE,237443,80,B
4019180060,97-20,57 AVENUE,253093,73,B
4019180062,97-22,57 AVENUE,238443,73,B
4019180065,97-30,57 AVENUE,239443,86,A
4019180067,97-28,57 AVENUE,238443,86,A
4019180070,98-30,57 AVENUE,235000,62,C
4019180072,98-32,57 AVENUE,239000,62,C
4019180075,98-40,57 AVENUE,234000,62,C
4019180080,98-38,57 AVENUE,233000,62,C
4019180084,59-16,99 STREET,32572,67,C
4019180085,98-23,HORACE HARDING EXPWY,232000,71,B
4019180090,98-25,HORACE HARDING EXPWY,235000,71,B
4019180095,98-17,HOR HARDING EXPWY SR N,235000,82,B
4019180097,98-15,HORACE HARDING EXPWY,235000,82,B
4019180105,97-15,HORACE HARDING EXPWY,220000,64,C
4019180107,97-11,HORACE HARDING EXPWY,235000,64,C
4019180108,97-05,HORACE HARDING EXPWY,235000,71,B
4019180110,97-07,HOR HARDING EXPWY SR N,235000,71,B
4019180114,96-05,HORACE HARDING EXPWY,263927,70,B
4019320009,52-09,99 STREET,119348,82,B
4019360020,53-11,99 STREET,119349,73,B
4019370001,54-09,100 STREET,133158,10,D
4019390011,54-25,102 STREET,55822,97,A
4019417501,102-14,LEWIS AVENUE,42058,84,B
4019450001,99-04,57 AVENUE,156960,68,C
4019460001,99-06,58 AVENUE,235440,79,B
4019470001,99-11,60 AVENUE,149804,72,B
4019470018,99-30,59 AVENUE,235440,89,A
4019480001,99-10,60 AVENUE,74300,54,D
4019490090,59-21,CALLOWAY STREET,101858,19,D
4019490106,58-03,CALLOWAY STREET,169500,63,C
4019557501,54-09,108 STREET,25040,score missing,F
4019560001,102-23,HORACE HARDING EXPWY,30786,1,D
4019560029,60-15,CALLOWAY STREET,79300,18,D
4019580026,58-35,GRANGER STREET,86400,70,B
4019640001,59-30,108 STREET,164335,64,C
4019700025,59-20,VAN DOREN STREET,62907,38,D
4019710001,113-10,HORACE HARDING EXPWY,46400,83,B
4019750009,103-12,ROOSEVELT AVENUE,40000,9,D
4019830052,102-43,CORONA AVENUE,26860,44,D
4019860001,104-18,42 AVENUE,35480,22,D
4019917501,104-04,47 AVENUE,28145,score missing,F
4020130026,112-22,ROOSEVELT AVENUE,38798,score missing,F
4020757501,92-29,QUEENS BOULEVARD,217143,43,D
4020790001,95-25,QUEENS BOULEVARD,357760,96,A
4020807501,61-01,JUNCTION BOULEVARD,1593212,42,D
4020820107,61-15,97 STREET,208225,79,B
4020827501,62-54,97 PLACE,229635,67,C
4020840101,96-05,QUEENS BOULEVARD,860000,98,A
4020860040,62-60,99 STREET,503000,96,A
4020860050,97-40,62 DRIVE,1076000,51,D
4020880001,95-12,63 ROAD,36600,40,D
4020890041,97-11,63 DRIVE,30672,5,D
4020897501,97-45,63 DRIVE,72038,98,A
4020900026,63-60,98 STREET,125610,score missing,F
4020900047,97-25,64 AVENUE,98000,68,C
4020907501,97-12,63 DRIVE,82378,39,D
4020910001,97-45,QUEENS BOULEVARD,151960,11,D
4020920001,97-77,QUEENS BOULEVARD,307297,76,B
4020930001,61-15,98 STREET,193600,75,B
4020930133,62-10,99 STREET,81570,41,D
4020930245,61-25,98 STREET,193600,75,B
4020980018,63-36,98 PLACE,66962,27,D
4020997501,63-26,99 STREET,38580,35,D
4020997502,63-36,99 STREET,133154,77,B
4021000015,98-19,64 AVENUE,117920,48,D
4021070024,99-44,62 AVENUE,55300,62,C
4021117501,99-40,63 DRIVE,680488,90,A
4021120001,63-61,99 STREET,115800,68,C
4021120014,99-31,64 AVENUE,114600,90,A
4021120030,99-41,64 AVENUE,114600,62,C
4021127501,63-60,102 STREET,132000,53,D
4021130001,64-11,99 STREET,131340,55,C
4021130034,99-60,64 AVENUE,119985,100,A
4021140001,64-33,99 STREET,114600,80,B
4021140034,64-34,102 STREET,135960,74,B
4021150001,65-09,99 STREET,142261,45,D
4021160006,99-12,65 ROAD,70500,65,C
4021160043,99-63,66 AVENUE,93118,67,C
4021160059,99-39,66 AVENUE,35194,61,C
4021160065,99-15,66 AVENUE,52800,45,D
4021167501,99-31,66 AVENUE,49495,98,A
4021170001,99-19,66 AVENUE,338016,73,B
4021180001,99-01,QUEENS BOULEVARD,57000,18,D
4021187501,99-32/72,66 ROAD,481406,31,D
4021197501,100-25,QUEENS BOULEVARD,167217,87,A
4021210021,102-40,62 AVENUE,122000,87,A
4021210051,102-45,62 ROAD,103400,88,A
4021220028,102-50,62 ROAD,99350,89,A
4021240056,102-21,63 ROAD,83420,52,D
4021310016,102-01,66 ROAD,289415,68,C
4021320045,66-25,103 STREET,169348,31,D
4021320054,66-10,YELLOWSTONE BOULEVARD,62508,41,D
4021330016,102-10,66 ROAD,276420,78,B
4021330036,66-36,YELLOWSTONE BOULEVARD,272000,21,D
4021340001,67-15,102 STREET,139236,46,D
4021340013,102-30,67 AVENUE,135400,33,D
4021340032,67-12,YELLOWSTONE BOULEVARD,141728,72,B
4021350013,102-40,67 ROAD,137700,51,D
4021350036,67-40,YELLOWSTONE BOULEVARD,103226,82,B
4021350050,102-55,67 DRIVE,68640,57,C
4021350059,102-25,67 DRIVE,138700,61,C
4021360013,102-20,67 DRIVE,70000,47,D
4021360021,102-40,67 DRIVE,78030,45,D
4021360033,67-70,YELLOWSTONE BOULEVARD,118800,78,B
4021360051,103-25,68 AVENUE,102472,53,D
4021370013,103-26,68 AVENUE,72223,57,C
4021370027,68-12,YELLOWSTONE BOULEVARD,156762,39,D
4021370046,103-19,68 ROAD,71000,99,A
4021380011,103-26,68 ROAD,97200,100,A
4021380029,68-38,YELLOWSTONE BOULEVARD,139960,100,A
4021380043,104-21,68 DRIVE,97200,100,A
4021390001,105-05,69 AVENUE,112596,70,B
4021390007,104-20,68 DRIVE,117000,28,D
4021390026,68-64,YELLOWSTONE BOULEVARD,132960,78,B
4021400021,69-10,YELLOWSTONE BOULEVARD,191000,82,B
4021410001,69-40,YELLOWSTONE BOULEVARD,154401,74,B
4021440002,105-10,62 ROAD,85908,54,D
4021440015,105-40,62 ROAD,111520,93,A
4021440020,105-55,62 DRIVE,54996,56,C
4021450028,62-60,108 STREET,73470,90,A
4021460028,63-10,108 STREET,82730,93,A
4021480001,63-61,YELLOWSTONE BOULEVARD,108711,68,C
4021497501,64-05,YELLOWSTONE BOULEVARD,180834,87,A
4021500001,64-35,YELLOWSTONE BOULEVARD,273771,52,D
4021510101,65-05,YELLOWSTONE BOULEVARD,156108,99,A
4021510127,65-10,108 STREET,85427,32,D
4021520101,105-07,66 AVENUE,109800,52,D
4021520106,105-10,65 ROAD,43308,52,D
4021530001,105-07,66 ROAD,183115,56,C
4021530025,66-20,108 STREET,75084,93,A
4021540001,66-38,YELLOWSTONE BOULEVARD,222030,100,A
4021550001,67-07,YELLOWSTONE BOULEVARD,244368,100,A
4021560001,67-35,YELLOWSTONE BOULEVARD,118096,78,B
4021560014,67-38,108 STREET,213850,71,B
4021570001,67-71,YELLOWSTONE BOULEVARD,115566,73,B
4021570015,67-66,108 STREET,234958,88,A
4021580028,68-10,108 STREET,74532,71,B
4021620122,61-20,GRAND CENTRAL PARKWAY,428836,18,D
4021660001,62-59,108 STREET,99530,72,B
4021660015,108-20,62 DRIVE,55952,58,C
4021660016,108-50,62 DRIVE,99613,70,B
4021660039,108-49,63 AVENUE,99613,75,B
4021670001,63-09,108 STREET,98085,13,D
4021720001,65-11,108 STREET,90816,62,C
4021730001,65-35,108 STREET,78001,71,B
4021760001,67-01,108 STREET,29174,99,A
4021850011,110-12,64 ROAD,26306,56,C
4021850040,110-15,65 AVENUE,26306,35,D
4021860002,111-05,66 AVENUE,105201,4,D
4021860088,111-01,66 ROAD,33831,score missing,F
4022100018,68-36,YELLOWSTONE BOULEVARD,133323,61,C
4022110001,68-61,YELLOWSTONE BOULEVARD,147136,85,A
4022110018,68-60,108 STREET,70110,54,D
4022120001,69-11,YELLOWSTONE BOULEVARD,110184,64,C
4022120014,69-10,108 STREET,185650,84,B
4022130001,69-39,YELLOWSTONE BOULEVARD,230880,100,A
4022130018,69-40,108 STREET,69352,100,A
4022140001,106-15,QUEENS BOULEVARD,152000,83,B
4022140019,69-60,108 STREET,132750,61,C
4022140040,107-19,70 AVENUE,61700,75,B
4022150001,70-20,108 STREET,321400,22,D
4022170001,68-37,108 STREET,71838,51,D
4022180001,68-63,108 STREET,76200,75,B
4022190001,69-09,108 STREET,77000,65,C
4022207501,69-45,108 STREET,119194,78,B
4022210006,69-81,108 STREET,45800,69,C
4022220001,70-11,108 STREET,73020,81,B
4022230001,70-31,108 STREET,141900,28,D
4022230020,108-48,70 ROAD,119287,19,D
4022230038,108-37,71 AVENUE,109057,9,D
4022240028,108-50,71 AVENUE,63074,74,B
4022240048,109-23,71 ROAD,49363,100,A
4022247501,109-33,71 ROAD,57269,89,A
4022247502,108-20,71 AVENUE,143081,72,B
4022250001,109-05,72 AVENUE,63130,83,B
4022250006,109-05,QUEENS BOULEVARD,72800,74,B
4022250019,71-36,110 STREET,80282,84,B
4022260001,109-15,QUEENS BOULEVARD,63000,81,B
4022340001,110-15,71 ROAD,79734,83,B
4022340006,110-20,71 AVENUE,161250,86,A
4022340031,110-56,71 AVENUE,49664,29,D
4022340038,110-45,71 ROAD,111750,88,A
4022350001,110-11,72 AVENUE,76770,60,C
4022350004,110-20,71 ROAD,215735,84,B
4022350025,110-50,71 ROAD,141656,75,B
4022350038,71-40,112 STREET,54000,60,C
4022350047,110-33,72 AVENUE,69322,76,B
4022360001,72-11,110 STREET,60500,67,C
4022360012,110-16,72 AVENUE,104644,83,B
4022360027,110-48,72 AVENUE,39436,82,B
